2 qid:1 1:0.2 2:0 3:0.0 4:1.0 5:0.3
3 qid:1 1:0.2 2:0 3:0.1 4:1.0 5:0.0
2 qid:1 1:0.2 2:0 3:0.0 4:1.0 5:0.0
2 qid:1 1:0.3 2:0 3:0.1 4:1.0 5:0.0
3 qid:1 1:0.1 2:0 3:0.1 4:1.0 5:0.1
2 qid:1 1:0.4 2:0 3:0.0 4:0.9 5:0.0
2 qid:1 1:0.3 2:0 3:0.0 4:0.9 5:0.0
2 qid:1 1:0.2 2:0 3:0.1 4:0.9 5:0.0
3 qid:1 1:0.2 2:0 3:0.0 4:1.0 5:0.0
2 qid:1 1:0.2 2:0 3:0.0 4:0.9 5:0.1
2 qid:1 1:0.1 2:0 3:0.0 4:0.6 5:0.0
3 qid:1 1:0.1 2:0 3:0.0 4:0.9 5:0.1
4 qid:1 1:0.0 2:0 3:0.3 4:1.0 5:0.0
2 qid:1 1:0.3 2:0 3:0.1 4:0.9 5:0.2
2 qid:1 1:0.1 2:0 3:0.0 4:0.0 5:0.0
3 qid:1 1:0.1 2:0 3:0.1 4:0.8 5:0.2
